id,title,artists,pp_artist,k16_cluster
2vUURMSyxKxluwlyyC85ZM,That's The Way (I Like It),['Dead Or Alive'],Dead Or Alive,14
0d8cGMosMcPJA8UsxQCtZq,You Spin Me Round (Like a Record),['Dead Or Alive'],Dead Or Alive,14
569uHYIB0X324FZOBEhvit,Ghostbusters,['Ray Parker Jr.'],Ray Parker Jr.,0
52eiqvx07YkDMniksvNE61,Can You Feel It,['The Jacksons'],The Jacksons,2
5VMdBZ8E3I5W1Nyv9jyVB0,It's Raining Men,['The Weather Girls'],The Weather Girls,14
2DYtBXueUkZyUZAHKJAAIs,We Are Family - 2006 Remaster,"['Sister Sledge', 'Bernard Edwards']",Sister Sledge / Bernard Edwards,0
1hJOOwxJ97qEQJt6wwtG0o,Manhunt,['Karen Kamon'],Karen Kamon,6
2x4wb3Iwx5fwcK4xUK4DZd,Because the Night,['Patti Smith'],Patti Smith,3
10AwlsmVEASSiWORkKcgRo,Satellit,['Ted Gärdestad'],Ted Gärdestad,6
2UHXVlXCi22EAsg5j9Rkmr,Vill ha dig,['Freestyle'],Freestyle,2
4vWPVWeyKZn1DSMmdbnWBq,Fantasi,['Freestyle'],Freestyle,6
327QSw7cw7DSeAFWN68Mnx,Vem ska jag tro på?,['Di Leva'],Di Leva,4
4UB3TaEGEY9WoOpxYNMgy4,The Safety Dance,['Men Without Hats'],Men Without Hats,5
5xl5582IihbEZAnfj0xyso,Straight Up,['Paula Abdul'],Paula Abdul,6
1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remaster,['ZZ Top'],ZZ Top,5
7HwFU2mPoiwAGYzL2CB5B3,We Don't Have To Take Our Clothes Off,['Jermaine Stewart'],Jermaine Stewart,2
63M148R74yawOK4CafUhjM,Tell It to My Heart - Single Mix,['Taylor Dayne'],Taylor Dayne,0
6mwZS6fLcQP1wKv3HN3OcY,Maneater,['Daryl Hall & John Oates'],Daryl Hall & John Oates,2
7GHKA8GIMcND6c5nN1sFnD,Sexbomb,"['Tom Jones', 'Mousse T.']",Tom Jones / Mousse T.,2
0XHWClSz0v6RIaRSGqJH3X,Smoke on the Water,['Deep Purple'],Deep Purple,0
50VCMkUozZB9C6hxdS53Nm,Kung Fu Fighting,"[""Count Dee's Silver Disco Explosion""]",Count Dee's Silver Disco Explosion,0
5GHO0VvfNWHv82DZLFmMIU,"I'll Be There for You - Theme From ""Friends""",['The Rembrandts'],The Rembrandts,4
2PwSuNbl09wamnBWntgXms,Give My Life - Radio Edit,['Army Of Lovers'],Army Of Lovers,14
5CyZPkmTBmq61SunRDysna,We Go Together - From “Grease”,"['John Travolta', 'Olivia Newton-John']",John Travolta / Olivia Newton-John,14
5LOPo4Ykl6J74fajSPdady,Sweet Home Alabama,['Lynyrd Skynyrd'],Lynyrd Skynyrd,6
2EKzS2s2VKnbQ7jxyk2WHi,När vi två blir en,['Gyllene Tider'],Gyllene Tider,6
3gix2z7XVD0siCCBf37A4X,Sensuella Isabella,['Tomas Ledin'],Tomas Ledin,0
4KEAxxBg0lEJyN2oIpND6t,Le Freak,['CHIC'],CHIC,6
1Jwc3ODLQxtbnS8M9TflSP,Walk Like an Egyptian,['The Bangles'],The Bangles,6
4MQoct1QCZVGuDHW55aE0k,Come On Eileen,['Dexys Midnight Runners'],Dexys Midnight Runners,0
7nlyWs1cVSNyJ9AvyqVV82,Love Shack - Live,"[""The B-52's""]",The B-52's,14
4fC7KhiZuHg3qZ1rj0fDWT,Rock Lobster,"[""The B-52's""]",The B-52's,6
6JNJERZGJwDVgkmbohBw7u,Self Control,['Laura Branigan'],Laura Branigan,2
2ZjNLT1O0hC1zkNBjxvNI3,Delirio Mind,['Scotch'],Scotch,13
11ZnVkr0UJiTM14qAa8MW1,Grease,['Frankie Valli'],Frankie Valli,6
5NwkWwfRJaT55hEPtCmJHx,You're the Voice,['John Farnham'],John Farnham,14
42fWVeJE1fcefKhXi6SJSn,Dead Ringer for Love (with Cher),"['Meat Loaf', 'Cher']",Meat Loaf / Cher,4
4mn7iv4DYJxPYbPy5R0nPE,"(Shake, Shake, Shake) Shake Your Booty",['KC & The Sunshine Band'],KC & The Sunshine Band,6
4TcXSgMJ4DOklHansquNnc,Happy Birthday,['Altered Images'],Altered Images,6
6acPHreHQgF4jCQzLqLov5,Waiting for a Star to Fall,['Boy Meets Girl'],Boy Meets Girl,6
6N5DRCQUSXT1qQqmqsO92B,Party All the Time,['Eddie Murphy'],Eddie Murphy,6
1IWzfq3sLedGQ3fb2hAMBA,Rhythm Is A Dancer,['SNAP!'],SNAP!,2
5fRvePkRGdpn2nKacG7I6d,Coco Jamboo,['Mr. President'],Mr. President,2
2FAL6hxj5Qxuj0kWOkEOsF,She Bop,['Cyndi Lauper'],Cyndi Lauper,2
5lSOVaPDk7x9Ey6c9DqGZx,Sweet Harmony,['The Beloved'],The Beloved,2
7tZAIFDdk4mTpxyjCmeyR7,Persist and Persevere,['Rob McAllister'],Rob McAllister,10
6XJGpirOP4Bgurcvkdanxb,American Beauty,['Thomas Newman'],Thomas Newman,10
33B1XmfncHqnfkrYZIcHbD,Any Other Name,['Thomas Newman'],Thomas Newman,10
1W8DwfmoosS0v59am8Tcsj,River Song II,"['Eple Trio', 'Jonas Sjøvaag', 'Andreas Ulvo', 'Sigurd Hole']",Eple Trio / Jonas Sjøvaag / Andreas Ulvo / Sigurd Hole,8
4m1O87UP5gIFVpHFmB63Xw,Milton's Tower,"['Joel Corelitz', 'Jeff Russo']",Joel Corelitz / Jeff Russo,10
6YIVnNGvFXGwruyqLQcICm,Cartwheels,['ibi'],ibi,10
1YYTAOi1YMxmGclyO1HH6O,Elwynn Forest,['Jason Hayes'],Jason Hayes,10
4OZXz0xNDrcqWDhHOkJ3Or,Echoes of the Past,['Jason Hayes'],Jason Hayes,10
21EFHSueNgag8la7qdYzuh,Thunder Bluff,['Glenn Stafford'],Glenn Stafford,10
3bcvk1PiCoAKDxizlZuCo1,Dun Morogh,['Jason Hayes'],Jason Hayes,10
7eGW8nUnnOmQOWrqRTmU4W,Moonfall,['Jason Hayes'],Jason Hayes,10
4nIPSXOTSlQFZWd4N27TD0,Sacred,['Jason Hayes'],Jason Hayes,10
5V4Rffg8uzMndi2vLBxonF,Mountains of Thunder,['Glenn Stafford'],Glenn Stafford,10
00CCqFJ8aRpdk77BjcisHL,"Tales of Azeroth (From ""World of Warcraft"")",['ROZEN'],ROZEN,8
2SsJmkp6iZyKzKczgPUbeh,A World Divided,"['Neal Acree', 'Sam Cardon']",Neal Acree / Sam Cardon,10
11GUG8eWXpE2VUsus7sDA5,Hear Me Roar,['Ramin Djawadi'],Ramin Djawadi,10
6iLzFJhs4ATwJn7P1utZIJ,Light of the Seven,['Ramin Djawadi'],Ramin Djawadi,8
1aDklx1GaBqHFowCzz63wU,The Night King,['Ramin Djawadi'],Ramin Djawadi,8
7zhlCB6Ks5UyANVflTXDL4,Blackheart's Bay,['Glenn Stafford'],Glenn Stafford,8
35TLcvvC7syoTQE0QzGVzN,Combat & Extras: E:D Menus,['Erasmus Talbot'],Erasmus Talbot,10
4wNhTgJbhVvbijqd1L4azW,A Land of War and Poetry (feat. Jeremy Soule),"['Brad Derrick', 'Jeremy Soule']",Brad Derrick / Jeremy Soule,1
0DrhapFEF5d9Yzg4v914dp,Awake,['Jeremy Soule'],Jeremy Soule,10
6O9hBwcZKrzCVVhEeoieko,Kyne's Peace,['Jeremy Soule'],Jeremy Soule,10
2gEAHKw83WHPD875YqDHH2,Ancient Stones,['Jeremy Soule'],Jeremy Soule,10
0zke8Vmo0bgbPjxL3pUhqk,From Past to Present,['Jeremy Soule'],Jeremy Soule,10
2PvBmk7wyDBIz5n2ms6B1A,Meeting the Goddess,['Kyle Preston'],Kyle Preston,10
7n6hMHm0X5u4EMsUDqAUuI,Moons of Evening Star,['Brad Derrick'],Brad Derrick,10
0P0SL44GJsBBNEHav9Es69,Magnus Smiles on Suran,['Brad Derrick'],Brad Derrick,10
1QuqujcrL6Iy0FDokChqHF,Inner Sanctum / The Nesting Grounds,['James Newton Howard'],James Newton Howard,10
1Ig5PYAhZaCiCVAdIEcdAC,"""All That Is or Ever Was or Ever Will Be""",['Alan Silvestri'],Alan Silvestri,7
7mrVpt5tGrnmo5O1PMEvjX,"The Planets, Op. 32: II. Venus, the Bringer of Peace","['Gustav Holst', 'Lorin Maazel', ""L'Orchestre National de France"", 'Orchestre National De France']",Gustav Holst / Lorin Maazel / L'Orchestre National de France / Orchestre National De France,10
6pbqeiB2mdzdKqrWE8vKb1,"Epitaph for Boletaria (From ""Demon's Souls"") [Maiden in Black]","['Shinsuke Kida', 'Shunsuke Kida', 'Alex Roe']",Shinsuke Kida / Shunsuke Kida / Alex Roe,1
4ovpoukMngBqldq8V3VPBX,Fantasia on a Theme by Thomas Tallis (excerpt) (Master and Commander: The Far Side of the World),"['Ralph Vaughan Williams', 'New Zealand Symphony Orchestra', 'James Judd']",Ralph Vaughan Williams / New Zealand Symphony Orchestra / James Judd,10
4HabRG5L6FIwjwKFS5tWOq,Wonder,['BrunuhVille'],BrunuhVille,10
6D3i5W5SL5TdsjKhyxvjMy,Harvest,['ASKII'],ASKII,10
6BBHL0nW8RDRZh60EYDycP,Forest Calling,['Bill Brown'],Bill Brown,10
1bemsRXGIucdodYDoAZwHa,"The Council of Elrond Assembles / ""Aníron"" (feat. Enya)","['Howard Shore', 'Enya']",Howard Shore / Enya,10
71vB7favNaz2fZTAUn118Q,Elephant Prologue,['Ramin Djawadi'],Ramin Djawadi,7
1UBd7aWHZCz8yirI9KCvAU,"Becoming one of ""The People"" Becoming one with Neytiri",['James Horner'],James Horner,10
5lDXNxaigYgrUDxmONHdq6,Avatar (The Theme),['The Piano Guys'],The Piano Guys,10
5RL4v9UOM26aW72t7bF9K0,Artemis - Goddess of the Forest and Hills,['Jon Adamich'],Jon Adamich,10
2KA18P3RNYgxnSbK2mwWXb,Hera - Queen of the Gods (feat. Katja Tennigkeit),"['Jon Adamich', 'Katja Tennigkeit']",Jon Adamich / Katja Tennigkeit,7
2zVFbXjDavKzwlpV3zwrM0,Hestia - Goddess of Peace and the Hearth,['Jon Adamich'],Jon Adamich,1
5NAmHoRMpCaohOOb7elVSx,"Apollo - God of Light, Truth, and Healing",['Jon Adamich'],Jon Adamich,10
